,event_timestamp,trade_sign,side,lob_action,order_executed,execution_price,execution_size,ask,bid,midprice,ask_volume,bid_volume,price_changing,midprice_change,R1,norm_trade_volume
970,42:58.0,-1,BID,REMOVE,TRUE,216.02,274,216.09,216.02,216.055,100,274,TRUE,-0.01,0.01,1.477580218
971,42:58.0,-1,BID,UPDATE,TRUE,216.01,20,216.08,216.01,216.045,100,100,FALSE,0,0,0.107852571
972,42:58.0,-1,BID,REMOVE,TRUE,216.01,80,216.08,216.01,216.045,100,80,TRUE,-0.005,0.005,0.431410283
973,42:58.0,-1,BID,REMOVE,TRUE,216,100,216.08,216,216.04,100,100,TRUE,-0.02,0.02,0.539262853
974,42:58.0,-1,BID,UPDATE,TRUE,215.97,36,216.07,215.97,216.02,100,100,FALSE,-0.065,0.065,0.194134627
975,43:09.8,-1,BID,REMOVE,TRUE,215.91,100,216,215.91,215.955,300,200,FALSE,0,0,0.539262853
976,43:09.8,-1,BID,REMOVE,TRUE,215.91,100,216,215.91,215.955,300,100,TRUE,-0.025,0.025,0.539262853
977,43:14.2,1,ASK,REMOVE,TRUE,215.97,100,215.97,215.89,215.93,100,200,TRUE,0.015,0.015,0.815044079
978,43:14.2,1,ASK,UPDATE,TRUE,216,95,216,215.89,215.945,300,200,FALSE,0,0,0.774291875
979,43:14.2,1,ASK,UPDATE,TRUE,216,96,216,215.89,215.945,205,200,FALSE,0,0,0.782442316
980,43:14.2,1,ASK,UPDATE,TRUE,216,27,216,215.89,215.945,109,200,FALSE,0,0,0.220061901
981,43:14.2,1,ASK,REMOVE,TRUE,216,82,216,215.89,215.945,82,200,TRUE,0.02,0.02,0.668336145
982,43:14.2,1,ASK,UPDATE,TRUE,216.01,95,216.01,215.92,215.965,100,100,FALSE,0,0,0.774291875
983,43:14.2,1,ASK,REMOVE,TRUE,216.01,5,216.01,215.92,215.965,5,100,TRUE,0.1,0.1,0.040752204
984,43:22.4,-1,BID,UPDATE,TRUE,216.02,100,216.11,216.02,216.065,400,115,FALSE,0,0,0.539262853
985,43:22.4,-1,BID,REMOVE,TRUE,216.02,15,216.11,216.02,216.065,400,15,TRUE,-0.015,0.015,0.080889428
986,43:25.8,-1,BID,UPDATE,TRUE,216.02,105,216.08,216.02,216.05,100,115,FALSE,0,0,0.566225996
987,43:25.8,-1,BID,REMOVE,TRUE,216.02,10,216.08,216.02,216.05,100,10,TRUE,-0.015,0.015,0.053926285
988,43:25.8,-1,BID,REMOVE,TRUE,216,100,216.07,216,216.035,104,100,TRUE,-0.025,0.025,0.539262853
989,43:35.2,-1,BID,UPDATE,TRUE,215.95,100,216.07,215.95,216.01,200,115,FALSE,0,0,0.539262853
990,43:35.2,-1,BID,REMOVE,TRUE,215.95,15,216.07,215.95,216.01,200,15,TRUE,-0.005,0.005,0.080889428
991,43:40.3,-1,BID,REMOVE,TRUE,215.96,39,216.05,215.96,216.005,206,39,TRUE,-0.015,0.015,0.210312513
992,43:40.3,-1,BID,UPDATE,TRUE,215.93,66,216.05,215.93,215.99,206,100,FALSE,0,0,0.355913483
993,43:40.3,-1,BID,REMOVE,TRUE,215.93,34,216.05,215.93,215.99,206,34,TRUE,-0.065,0.065,0.18334937
994,43:57.3,-1,BID,REMOVE,TRUE,215.86,2,215.99,215.86,215.925,100,2,TRUE,-0.015,0.015,0.010785257
995,43:58.6,-1,BID,REMOVE,TRUE,215.83,100,215.99,215.83,215.91,100,100,TRUE,-0.025,0.025,0.539262853
996,43:58.6,-1,BID,UPDATE,TRUE,215.82,47,215.95,215.82,215.885,100,100,FALSE,0,0,0.253453541
997,43:58.6,-1,BID,REMOVE,TRUE,215.82,53,215.95,215.82,215.885,100,53,TRUE,-0.015,0.015,0.285809312
998,44:03.2,-1,BID,REMOVE,TRUE,215.82,100,215.92,215.82,215.87,200,100,TRUE,-0.01,0.01,0.539262853
999,44:03.2,-1,BID,REMOVE,TRUE,215.82,100,215.9,215.82,215.86,106,100,TRUE,-0.01,0.01,0.539262853
1000,44:03.2,-1,BID,UPDATE,TRUE,215.8,22,215.9,215.8,215.85,106,31,FALSE,0,0,0.118637828
1001,44:03.2,-1,BID,REMOVE,TRUE,215.8,9,215.9,215.8,215.85,106,9,TRUE,-0.025,0.025,0.048533657
1002,44:07.0,1,ASK,REMOVE,TRUE,215.86,100,215.86,215.79,215.825,100,100,TRUE,0.04,0.04,0.815044079
1003,44:25.6,-1,BID,REMOVE,TRUE,215.81,100,215.92,215.81,215.865,400,100,TRUE,-0.015,0.015,0.539262853
1004,44:37.2,1,ASK,REMOVE,TRUE,215.9,7,215.9,215.8,215.85,7,100,TRUE,0.02,0.02,0.057053086
1005,44:37.2,1,ASK,UPDATE,TRUE,215.92,56,215.92,215.82,215.87,400,100,FALSE,0,0,0.456424684
1006,44:37.2,1,ASK,UPDATE,TRUE,215.92,100,215.92,215.82,215.87,344,100,FALSE,0,0,0.815044079
1007,44:37.2,1,ASK,UPDATE,TRUE,215.92,200,215.92,215.82,215.87,244,100,FALSE,0,0,1.630088158
1008,44:37.2,1,ASK,REMOVE,TRUE,215.92,44,215.92,215.82,215.87,44,100,TRUE,0.085,0.085,0.358619395
1009,44:49.6,-1,BID,REMOVE,TRUE,215.92,20,215.99,215.92,215.955,300,20,TRUE,-0.08,0.08,0.107852571
1010,45:03.1,1,ASK,REMOVE,TRUE,215.92,1,215.92,215.83,215.875,1,100,TRUE,0.05,0.05,0.008150441
1011,45:21.2,1,ASK,UPDATE,TRUE,215.98,86,215.98,215.87,215.925,104,100,FALSE,0,0,0.700937908
1012,45:21.2,1,ASK,REMOVE,TRUE,215.98,18,215.98,215.87,215.925,18,100,TRUE,0.11,0.11,0.146707934
1013,45:40.7,1,ASK,REMOVE,TRUE,216.09,301,216.09,215.98,216.035,1,100,TRUE,0.055,0.055,2.453282678
1014,45:51.8,1,ASK,REMOVE,TRUE,216.18,200,216.18,216,216.09,300,200,FALSE,-0.005,-0.005,1.630088158
1015,45:51.8,1,ASK,REMOVE,TRUE,216.17,100,216.17,216,216.085,100,200,TRUE,0.01,0.01,0.815044079
1016,46:20.2,1,ASK,UPDATE,TRUE,216.19,60,216.19,216,216.095,100,200,FALSE,0,0,0.489026447
1017,46:20.2,1,ASK,UPDATE,TRUE,216.19,35,216.19,216,216.095,40,200,FALSE,0,0,0.285265428
1018,46:20.2,1,ASK,REMOVE,TRUE,216.19,5,216.19,216,216.095,5,200,TRUE,0.035,0.035,0.040752204
1019,46:20.2,1,ASK,UPDATE,TRUE,216.2,60,216.2,216.06,216.13,225,100,FALSE,0,0,0.489026447
1020,46:20.2,1,ASK,REMOVE,TRUE,216.2,165,216.2,216.06,216.13,165,100,TRUE,0.01,0.01,1.34482273
1021,46:20.2,1,ASK,REMOVE,TRUE,216.22,2,216.22,216.06,216.14,1,100,TRUE,0.095,0.095,0.016300882
1022,46:22.4,1,ASK,REMOVE,TRUE,216.28,1,216.28,216.19,216.235,1,100,TRUE,0.025,0.025,0.008150441
1023,46:24.5,1,ASK,REMOVE,TRUE,216.32,1,216.32,216.2,216.26,1,100,TRUE,0.02,0.02,0.008150441
1024,46:25.5,1,ASK,REMOVE,TRUE,216.36,212,216.36,216.2,216.28,11,100,TRUE,0.01,0.01,1.727893448
1025,46:25.5,1,ASK,REMOVE,TRUE,216.37,100,216.37,216.21,216.29,100,100,TRUE,0.075,0.075,0.815044079
1026,46:25.5,-1,BID,REMOVE,TRUE,216.36,100,216.37,216.36,216.365,100,100,TRUE,-0.075,0.075,0.539262853
1027,46:25.5,1,ASK,REMOVE,TRUE,216.37,100,216.37,216.21,216.29,100,100,TRUE,-0.01,-0.01,0.815044079
1028,46:25.5,1,ASK,REMOVE,TRUE,216.35,8,216.35,216.21,216.28,8,100,TRUE,0.005,0.005,0.065203526
1029,46:25.5,1,ASK,REMOVE,TRUE,216.36,100,216.36,216.21,216.285,100,100,TRUE,-2.84E-14,-2.84E-14,0.815044079
1030,46:26.0,1,ASK,REMOVE,TRUE,216.37,100,216.37,216.2,216.285,100,100,TRUE,0.075,0.075,0.815044079
1031,46:26.3,-1,BID,REMOVE,TRUE,216.35,10,216.37,216.35,216.36,100,10,TRUE,-0.075,0.075,0.053926285
1032,47:03.2,1,ASK,UPDATE,TRUE,216.36,99,216.36,216.21,216.285,100,100,FALSE,0,0,0.806893638
1033,47:03.2,1,ASK,REMOVE,TRUE,216.36,1,216.36,216.21,216.285,1,100,TRUE,0.01,0.01,0.008150441
1034,47:03.2,1,ASK,REMOVE,TRUE,216.37,100,216.37,216.22,216.295,100,100,TRUE,0,0,0.815044079
1035,47:03.2,1,ASK,UPDATE,TRUE,216.37,3,216.37,216.22,216.295,100,100,FALSE,0,0,0.024451322
1036,47:03.2,1,ASK,UPDATE,TRUE,216.37,18,216.37,216.22,216.295,197,100,FALSE,0,0,0.146707934
1037,47:03.2,1,ASK,UPDATE,TRUE,216.37,5,216.37,216.22,216.295,179,100,FALSE,0,0,0.040752204
1038,47:03.2,1,ASK,UPDATE,TRUE,216.37,47,216.37,216.22,216.295,174,100,FALSE,0,0,0.383070717
1039,47:03.2,1,ASK,UPDATE,TRUE,216.37,74,216.37,216.22,216.295,127,100,FALSE,0,0,0.603132618
1040,47:03.2,1,ASK,UPDATE,TRUE,216.37,100,216.37,216.22,216.295,153,100,FALSE,0,0,0.815044079
1041,47:03.2,1,ASK,REMOVE,TRUE,216.37,53,216.37,216.22,216.295,53,100,TRUE,0.005,0.005,0.431973362
1042,47:03.2,1,ASK,UPDATE,TRUE,216.37,50,216.37,216.23,216.3,100,100,FALSE,0,0,0.40752204
1043,47:03.2,1,ASK,REMOVE,TRUE,216.37,50,216.37,216.23,216.3,50,100,TRUE,0,0,0.40752204
1044,47:03.2,1,ASK,REMOVE,TRUE,216.37,53,216.37,216.23,216.3,53,100,TRUE,0.115,0.115,0.431973362
1045,47:22.8,-1,BID,REMOVE,TRUE,216.37,100,216.46,216.37,216.415,100,100,TRUE,-0.025,0.025,0.539262853
1046,48:11.2,1,ASK,REMOVE,TRUE,216.43,204,216.43,216.35,216.39,204,100,TRUE,0.005,0.005,1.662689921
1047,48:11.2,1,ASK,REMOVE,TRUE,216.44,4,216.44,216.35,216.395,4,100,TRUE,0.07,0.07,0.032601763
1048,48:12.2,1,ASK,UPDATE,TRUE,216.5,73,216.5,216.43,216.465,300,100,FALSE,0,0,0.594982178
