,event_timestamp,trade_sign,side,lob_action,order_executed,execution_price,execution_size,ask,bid,midprice,ask_volume,bid_volume,price_changing,midprice_change,R1,norm_trade_volume
756,24:58.5,-1,BID,UPDATE,TRUE,216.88,2,217,216.88,216.94,300,100,FALSE,-0.005,0.005,0.010785257
757,25:38.4,-1,BID,REMOVE,TRUE,216.91,69,216.96,216.91,216.935,6,69,TRUE,-0.08,0.08,0.372091369
758,25:55.6,-1,BID,UPDATE,TRUE,216.78,100,216.93,216.78,216.855,100,120,FALSE,0,0,0.539262853
759,25:55.6,-1,BID,REMOVE,TRUE,216.78,20,216.93,216.78,216.855,100,20,TRUE,-0.095,0.095,0.107852571
760,26:00.2,-1,BID,UPDATE,TRUE,216.68,2,216.84,216.68,216.76,300,100,FALSE,0,0,0.010785257
761,26:00.2,-1,BID,REMOVE,TRUE,216.68,98,216.84,216.68,216.76,300,98,TRUE,-0.005,0.005,0.528477596
762,26:00.2,-1,BID,UPDATE,TRUE,216.67,5,216.84,216.67,216.755,300,100,FALSE,0,0,0.026963143
763,26:00.2,-1,BID,REMOVE,TRUE,216.67,95,216.84,216.67,216.755,300,95,TRUE,-0.04,0.04,0.512299711
764,26:02.2,-1,BID,REMOVE,TRUE,216.66,52,216.77,216.66,216.715,200,52,TRUE,-0.115,0.115,0.280416684
765,26:10.9,1,ASK,REMOVE,TRUE,216.65,200,216.65,216.55,216.6,200,555,TRUE,0.155,0.155,1.630088158
766,26:14.2,-1,BID,REMOVE,TRUE,216.73,57,216.78,216.73,216.755,200,57,TRUE,-0.015,0.015,0.307379826
767,26:14.4,-1,BID,REMOVE,TRUE,216.72,57,216.76,216.72,216.74,107,57,TRUE,0.005,-0.005,0.307379826
768,26:15.7,-1,BID,REMOVE,TRUE,216.73,57,216.76,216.73,216.745,7,57,TRUE,0.01,-0.01,0.307379826
769,26:30.2,-1,BID,REMOVE,TRUE,216.73,100,216.78,216.73,216.755,200,100,TRUE,-0.055,0.055,0.539262853
770,26:55.2,-1,BID,REMOVE,TRUE,216.64,150,216.76,216.64,216.7,411,150,TRUE,-0.035,0.035,0.80889428
771,27:24.0,1,ASK,UPDATE,TRUE,216.72,8,216.72,216.61,216.665,300,150,FALSE,0,0,0.065203526
772,27:24.0,1,ASK,UPDATE,TRUE,216.72,100,216.72,216.61,216.665,292,150,FALSE,0,0,0.815044079
773,27:24.0,1,ASK,REMOVE,TRUE,216.72,192,216.72,216.61,216.665,192,150,TRUE,0.01,0.01,1.564884632
774,27:24.0,1,ASK,UPDATE,TRUE,216.72,100,216.72,216.63,216.675,200,100,FALSE,0,0,0.815044079
775,27:24.0,1,ASK,UPDATE,TRUE,216.72,19,216.72,216.63,216.675,100,100,FALSE,0,0,0.154858375
776,27:24.0,1,ASK,REMOVE,TRUE,216.72,81,216.72,216.63,216.675,81,100,TRUE,0.025,0.025,0.660185704
777,27:32.5,1,ASK,REMOVE,TRUE,216.76,4,216.76,216.64,216.7,4,150,TRUE,0.01,0.01,0.032601763
778,27:32.5,1,ASK,UPDATE,TRUE,216.77,14,216.77,216.65,216.71,100,100,FALSE,0.005,0.005,0.114106171
779,27:32.5,1,ASK,UPDATE,TRUE,216.78,175,216.78,216.65,216.715,86,150,FALSE,0,0,1.426327138
780,27:32.5,1,ASK,UPDATE,TRUE,216.78,43,216.78,216.65,216.715,111,150,FALSE,0,0,0.350468954
781,27:32.5,1,ASK,REMOVE,TRUE,216.78,68,216.78,216.65,216.715,68,150,TRUE,0,0,0.554229974
782,27:43.0,1,ASK,REMOVE,TRUE,216.75,10,216.75,216.68,216.715,10,100,TRUE,0.035,0.035,0.081504408
783,27:58.0,1,ASK,REMOVE,TRUE,216.8,100,216.8,216.7,216.75,100,200,TRUE,0.01,0.01,0.815044079
784,27:59.0,1,ASK,UPDATE,TRUE,216.82,50,216.82,216.7,216.76,401,100,FALSE,0,0,0.40752204
785,27:59.0,1,ASK,REMOVE,TRUE,216.82,351,216.82,216.7,216.76,351,100,TRUE,0.02,0.02,2.860804717
786,27:59.0,1,ASK,UPDATE,TRUE,216.83,25,216.83,216.73,216.78,100,150,FALSE,0,0,0.20376102
787,27:59.0,1,ASK,REMOVE,TRUE,216.83,75,216.83,216.73,216.78,75,150,TRUE,0,0,0.611283059
788,27:59.0,1,ASK,REMOVE,TRUE,216.83,100,216.83,216.73,216.78,100,150,TRUE,0,0,0.815044079
789,27:59.0,1,ASK,UPDATE,TRUE,216.83,84,216.83,216.73,216.78,100,150,FALSE,0,0,0.684637026
790,27:59.0,1,ASK,REMOVE,TRUE,216.83,16,216.83,216.73,216.78,16,150,TRUE,0,0,0.130407053
791,27:59.0,1,ASK,REMOVE,TRUE,216.83,100,216.83,216.73,216.78,100,150,TRUE,0.055,0.055,0.815044079
792,27:59.0,-1,BID,UPDATE,TRUE,216.83,15,216.84,216.83,216.835,100,100,FALSE,0,0,0.080889428
793,27:59.0,1,ASK,REMOVE,TRUE,216.84,100,216.84,216.83,216.835,100,85,TRUE,0.045,0.045,0.815044079
794,27:59.0,1,ASK,REMOVE,TRUE,216.92,1,216.92,216.84,216.88,1,100,TRUE,0.02,0.02,0.008150441
795,28:07.9,-1,BID,UPDATE,TRUE,216.84,99,216.96,216.84,216.9,200,150,FALSE,0,0,0.533870225
796,28:07.9,-1,BID,REMOVE,TRUE,216.84,50,216.96,216.84,216.9,200,50,TRUE,-0.185,0.185,0.269631427
797,28:34.3,1,ASK,UPDATE,TRUE,216.81,30,216.81,216.62,216.715,100,20,FALSE,0.02,0.02,0.244513224
798,28:35.2,1,ASK,REMOVE,TRUE,216.84,100,216.84,216.63,216.735,100,100,TRUE,0.015,0.015,0.815044079
799,28:35.2,1,ASK,REMOVE,TRUE,216.86,100,216.86,216.64,216.75,100,100,TRUE,0.065,0.065,0.815044079
800,29:05.7,1,ASK,REMOVE,TRUE,216.9,100,216.9,216.73,216.815,100,100,TRUE,0.035,0.035,0.815044079
801,29:08.3,1,ASK,REMOVE,TRUE,216.95,300,216.95,216.75,216.85,300,100,TRUE,0.005,0.005,2.445132237
802,29:08.3,1,ASK,REMOVE,TRUE,216.96,100,216.96,216.75,216.855,100,100,TRUE,0.045,0.045,0.815044079
803,29:11.3,1,ASK,UPDATE,TRUE,217,5,217,216.8,216.9,100,100,FALSE,0,0,0.040752204
804,29:11.3,1,ASK,REMOVE,TRUE,217,95,217,216.8,216.9,95,100,TRUE,0.015,0.015,0.774291875
805,29:52.1,-1,BID,REMOVE,TRUE,216.85,100,216.98,216.85,216.915,101,100,TRUE,-0.165,0.165,0.539262853
806,30:07.8,1,ASK,UPDATE,TRUE,216.8,100,216.8,216.7,216.75,101,100,FALSE,0,0,0.815044079
807,30:07.8,1,ASK,REMOVE,TRUE,216.8,1,216.8,216.7,216.75,1,100,TRUE,0.085,0.085,0.008150441
808,30:25.5,1,ASK,REMOVE,TRUE,216.92,5,216.92,216.75,216.835,5,100,TRUE,0.04,0.04,0.040752204
809,30:25.5,1,ASK,REMOVE,TRUE,216.93,1,216.93,216.82,216.875,1,100,TRUE,0.025,0.025,0.008150441
810,30:31.5,-1,BID,REMOVE,TRUE,216.83,100,216.97,216.83,216.9,387,100,TRUE,-0.02,0.02,0.539262853
811,30:31.5,-1,BID,REMOVE,TRUE,216.81,102,216.95,216.81,216.88,119,100,TRUE,-0.06,0.06,0.550048111
812,31:18.0,1,ASK,REMOVE,TRUE,216.86,2,216.86,216.78,216.82,2,250,TRUE,0.045,0.045,0.016300882
813,31:18.0,1,ASK,UPDATE,TRUE,216.94,212,216.94,216.79,216.865,300,300,FALSE,0,0,1.727893448
814,31:18.0,1,ASK,REMOVE,TRUE,216.94,88,216.94,216.79,216.865,88,300,TRUE,0.01,0.01,0.71723879
815,31:18.0,1,ASK,REMOVE,TRUE,216.95,1,216.95,216.8,216.875,1,100,TRUE,0.045,0.045,0.008150441
816,31:27.5,-1,BID,UPDATE,TRUE,216.86,114,216.98,216.86,216.92,100,200,FALSE,0,0,0.614759653
817,31:27.5,-1,BID,REMOVE,TRUE,216.86,86,216.98,216.86,216.92,100,86,TRUE,-0.05,0.05,0.463766054
818,31:27.5,-1,BID,REMOVE,TRUE,216.8,101,216.94,216.8,216.87,100,1,TRUE,-0.01,0.01,0.544655482
819,31:38.5,-1,BID,REMOVE,TRUE,216.8,100,216.92,216.8,216.86,122,100,TRUE,-0.015,0.015,0.539262853
820,31:38.6,-1,BID,REMOVE,TRUE,216.79,200,216.9,216.79,216.845,23,200,TRUE,-0.01,0.01,1.078525707
821,31:38.6,-1,BID,REMOVE,TRUE,216.77,200,216.9,216.77,216.835,23,100,TRUE,-0.005,0.005,1.078525707
822,31:42.4,-1,BID,REMOVE,TRUE,216.76,100,216.9,216.76,216.83,23,100,TRUE,-0.005,0.005,0.539262853
823,31:44.5,-1,BID,UPDATE,TRUE,216.75,323,216.9,216.75,216.825,23,400,FALSE,0,0,1.741819017
824,31:44.5,-1,BID,REMOVE,TRUE,216.75,77,216.9,216.75,216.825,23,77,TRUE,-0.02,0.02,0.415232397
825,31:44.5,-1,BID,REMOVE,TRUE,216.74,100,216.87,216.74,216.805,100,100,TRUE,-0.085,0.085,0.539262853
826,31:44.5,-1,BID,REMOVE,TRUE,216.69,100,216.75,216.69,216.72,100,100,TRUE,-0.07,0.07,0.539262853
827,31:53.4,1,ASK,REMOVE,TRUE,216.69,1,216.69,216.61,216.65,1,200,TRUE,0.035,0.035,0.008150441
828,32:00.0,1,ASK,REMOVE,TRUE,216.74,100,216.74,216.63,216.685,100,100,TRUE,0.105,0.105,0.815044079
829,33:09.5,1,ASK,UPDATE,TRUE,216.83,80,216.83,216.75,216.79,100,200,FALSE,0,0,0.652035263
830,33:09.5,1,ASK,REMOVE,TRUE,216.83,20,216.83,216.75,216.79,20,200,TRUE,0.01,0.01,0.163008816
831,33:09.5,1,ASK,UPDATE,TRUE,216.84,20,216.84,216.76,216.8,100,100,FALSE,0,0,0.163008816
832,33:09.6,1,ASK,UPDATE,TRUE,216.84,52,216.84,216.76,216.8,80,100,FALSE,0,0,0.423822921
833,33:09.6,1,ASK,UPDATE,TRUE,216.84,2,216.84,216.76,216.8,28,100,FALSE,0,0,0.016300882
834,33:09.6,1,ASK,REMOVE,TRUE,216.84,26,216.84,216.76,216.8,26,100,TRUE,0.01,0.01,0.211911461
835,33:14.1,-1,BID,REMOVE,TRUE,216.76,100,216.86,216.76,216.81,400,100,TRUE,-0.01,0.01,0.539262853
836,33:14.1,-1,BID,REMOVE,TRUE,216.75,200,216.85,216.75,216.8,200,200,TRUE,-0.005,0.005,1.078525707
837,33:14.1,-1,BID,UPDATE,TRUE,216.74,22,216.85,216.74,216.795,200,200,FALSE,0,0,0.118637828
838,33:14.1,-1,BID,UPDATE,TRUE,216.74,100,216.85,216.74,216.795,200,178,FALSE,0,0,0.539262853
839,33:14.1,-1,BID,REMOVE,TRUE,216.74,78,216.85,216.74,216.795,200,78,TRUE,-0.025,0.025,0.420625026
840,33:15.2,-1,BID,UPDATE,TRUE,216.7,2,216.84,216.7,216.77,226,100,FALSE,0,0,0.010785257
841,33:15.2,-1,BID,REMOVE,TRUE,216.7,98,216.84,216.7,216.77,226,98,TRUE,-0.04,0.04,0.528477596
842,33:29.2,-1,BID,REMOVE,TRUE,216.65,2,216.81,216.65,216.73,200,2,TRUE,-0.01,0.01,0.010785257
843,33:29.2,-1,BID,REMOVE,TRUE,216.63,100,216.81,216.63,216.72,200,177,FALSE,-0.025,0.025,0.539262853
844,33:29.2,-1,BID,REMOVE,TRUE,216.63,77,216.76,216.63,216.695,100,77,TRUE,-0.055,0.055,0.415232397
845,33:41.1,-1,BID,UPDATE,TRUE,216.55,600,216.73,216.55,216.64,101,200,FALSE,0,0,3.235577121
846,33:41.1,-1,BID,UPDATE,TRUE,216.55,200,216.73,216.55,216.64,101,205,FALSE,-0.005,0.005,1.078525707
847,33:41.1,-1,BID,REMOVE,TRUE,216.55,5,216.72,216.55,216.635,100,5,TRUE,0,0,0.026963143
848,33:41.1,-1,BID,REMOVE,TRUE,216.56,100,216.71,216.56,216.635,26,100,TRUE,-0.015,0.015,0.539262853
849,33:41.1,-1,BID,REMOVE,TRUE,216.53,200,216.71,216.53,216.62,26,200,TRUE,-0.035,0.035,1.078525707
850,33:41.1,-1,BID,REMOVE,TRUE,216.51,75,216.66,216.51,216.585,1,75,TRUE,-0.015,0.015,0.40444714
851,33:41.1,-1,BID,REMOVE,TRUE,216.5,50,216.64,216.5,216.57,100,50,TRUE,-0.015,0.015,0.269631427
852,33:41.1,-1,BID,REMOVE,TRUE,216.47,20,216.64,216.47,216.555,100,20,TRUE,-0.03,0.03,0.107852571
853,33:41.1,-1,BID,REMOVE,TRUE,216.42,100,216.63,216.42,216.525,100,100,TRUE,-0.085,0.085,0.539262853
854,33:55.6,1,ASK,REMOVE,TRUE,216.49,100,216.49,216.39,216.44,100,200,TRUE,0.04,0.04,0.815044079
855,34:01.5,1,ASK,UPDATE,TRUE,216.54,75,216.54,216.42,216.48,100,100,FALSE,0,0,0.611283059
856,34:01.5,1,ASK,REMOVE,TRUE,216.54,25,216.54,216.42,216.48,25,100,TRUE,0.015,0.015,0.20376102
857,34:01.5,1,ASK,UPDATE,TRUE,216.56,12,216.56,216.43,216.495,100,200,FALSE,0.005,0.005,0.097805289
858,34:01.5,1,ASK,REMOVE,TRUE,216.56,88,216.56,216.44,216.5,88,100,TRUE,0.01,0.01,0.71723879
859,34:02.0,1,ASK,REMOVE,TRUE,216.58,100,216.58,216.44,216.51,100,100,TRUE,0.09,0.09,0.815044079
860,34:39.7,-1,BID,REMOVE,TRUE,216.51,100,216.69,216.51,216.6,201,100,TRUE,-0.15,0.15,0.539262853
861,34:49.4,-1,BID,UPDATE,TRUE,216.4,200,216.5,216.4,216.45,100,600,FALSE,0,0,1.078525707
862,34:49.4,-1,BID,UPDATE,TRUE,216.4,8,216.5,216.4,216.45,100,400,FALSE,0,0,0.043141028
863,34:49.4,-1,BID,UPDATE,TRUE,216.4,8,216.5,216.4,216.45,100,392,FALSE,0,0,0.043141028
864,34:49.4,-1,BID,REMOVE,TRUE,216.4,100,216.5,216.4,216.45,100,100,TRUE,-0.175,0.175,0.539262853
865,34:55.9,-1,BID,REMOVE,TRUE,216.15,155,216.4,216.15,216.275,200,50,TRUE,-0.135,0.135,0.835857423
866,35:24.8,-1,BID,REMOVE,TRUE,216.08,400,216.2,216.08,216.14,300,400,TRUE,-0.025,0.025,2.157051414
867,35:24.8,-1,BID,REMOVE,TRUE,216.06,300,216.17,216.06,216.115,100,300,TRUE,-0.065,0.065,1.61778856
868,35:32.3,-1,BID,UPDATE,TRUE,216.01,100,216.09,216.01,216.05,1,150,FALSE,0,0,0.539262853
869,35:32.3,-1,BID,REMOVE,TRUE,216.01,50,216.09,216.01,216.05,1,50,TRUE,-0.04,0.04,0.269631427
870,35:32.3,-1,BID,UPDATE,TRUE,216,380,216.02,216,216.01,50,2521,FALSE,0,0,2.049198843
871,35:32.3,-1,BID,UPDATE,TRUE,216,96,216.02,216,216.01,50,2141,FALSE,0,0,0.517692339
872,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.02,216,216.01,50,2045,FALSE,0,0,0.539262853
873,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.02,216,216.01,50,1945,FALSE,0,0,0.539262853
874,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.02,216,216.01,50,1845,FALSE,0,0,0.539262853
875,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.02,216,216.01,50,1745,FALSE,0,0,0.539262853
876,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.02,216,216.01,50,1645,FALSE,0,0,0.539262853
877,35:32.3,-1,BID,UPDATE,TRUE,216,200,216.02,216,216.01,50,1545,FALSE,0.025,-0.025,1.078525707
878,35:32.3,-1,BID,UPDATE,TRUE,216,100,216.07,216,216.035,100,1345,FALSE,0,0,0.539262853
879,35:32.3,-1,BID,REMOVE,TRUE,216,1245,216.07,216,216.035,100,1245,TRUE,-0.005,0.005,6.713822526
880,35:32.3,-1,BID,REMOVE,TRUE,215.99,2,216.07,215.99,216.03,100,2,TRUE,-0.025,0.025,0.010785257
881,35:32.3,-1,BID,UPDATE,TRUE,215.94,198,216.07,215.94,216.005,100,201,FALSE,-0.005,0.005,1.06774045
882,35:32.3,-1,BID,REMOVE,TRUE,215.94,3,216.06,215.94,216,200,3,TRUE,-0.055,0.055,0.016177886
883,35:54.2,1,ASK,REMOVE,TRUE,215.99,103,215.99,215.9,215.945,103,201,TRUE,0.005,0.005,0.839495401
884,35:54.2,1,ASK,UPDATE,TRUE,216,300,216,215.9,215.95,402,201,FALSE,0,0,2.445132237
885,35:54.2,1,ASK,UPDATE,TRUE,216,100,216,215.9,215.95,102,201,FALSE,0,0,0.815044079
886,35:54.2,1,ASK,REMOVE,TRUE,216,2,216,215.9,215.95,2,201,TRUE,0.03,0.03,0.016300882
887,35:54.2,1,ASK,REMOVE,TRUE,216.04,100,216.04,215.92,215.98,100,100,TRUE,0.015,0.015,0.815044079
888,35:54.2,1,ASK,REMOVE,TRUE,216.07,100,216.07,215.92,215.995,100,200,TRUE,0.12,0.12,0.815044079
889,36:02.1,1,ASK,REMOVE,TRUE,216.2,5,216.2,216.03,216.115,5,100,TRUE,0.01,0.01,0.040752204
890,36:02.1,1,ASK,REMOVE,TRUE,216.22,6,216.22,216.03,216.125,6,100,TRUE,-0.02,-0.02,0.048902645
891,36:02.8,1,ASK,REMOVE,TRUE,216.18,200,216.18,216.03,216.105,200,200,TRUE,0.07,0.07,1.630088158
892,36:03.1,1,ASK,REMOVE,TRUE,216.28,100,216.28,216.07,216.175,100,201,TRUE,0.225,0.225,0.815044079
893,36:19.3,1,ASK,REMOVE,TRUE,216.46,1,216.46,216.34,216.4,1,1,TRUE,0.015,0.015,0.008150441
894,36:33.7,1,ASK,REMOVE,TRUE,216.46,100,216.46,216.37,216.415,128,400,FALSE,0.04,0.04,0.815044079
895,36:33.7,1,ASK,REMOVE,TRUE,216.46,28,216.46,216.45,216.455,28,100,TRUE,0.03,0.03,0.228212342
896,36:33.7,1,ASK,REMOVE,TRUE,216.52,2,216.52,216.45,216.485,2,100,TRUE,0.005,0.005,0.016300882
897,36:33.7,1,ASK,UPDATE,TRUE,216.53,100,216.53,216.45,216.49,400,100,FALSE,0,0,0.815044079
898,36:33.7,1,ASK,REMOVE,TRUE,216.53,300,216.53,216.45,216.49,300,100,TRUE,0.045,0.045,2.445132237
899,36:37.1,1,ASK,REMOVE,TRUE,216.6,100,216.6,216.47,216.535,100,200,TRUE,0.105,0.105,0.815044079
900,36:53.0,-1,BID,REMOVE,TRUE,216.59,1,216.69,216.59,216.64,101,1,TRUE,-0.02,0.02,0.005392629
901,36:53.0,-1,BID,REMOVE,TRUE,216.58,100,216.66,216.58,216.62,100,100,TRUE,-0.025,0.025,0.539262853
902,36:53.0,-1,BID,REMOVE,TRUE,216.54,60,216.65,216.54,216.595,100,60,TRUE,-0.065,0.065,0.323557712
903,37:02.3,-1,BID,UPDATE,TRUE,216.46,92,216.6,216.46,216.53,200,100,FALSE,0,0,0.496121825
904,37:02.3,-1,BID,REMOVE,TRUE,216.46,8,216.6,216.46,216.53,200,8,TRUE,-0.105,0.105,0.043141028
905,37:05.7,-1,BID,REMOVE,TRUE,216.38,100,216.47,216.38,216.425,200,100,TRUE,-0.12,0.12,0.539262853
906,37:23.0,-1,BID,REMOVE,TRUE,216.25,62,216.36,216.25,216.305,200,62,TRUE,-0.215,0.215,0.334342969
907,38:26.3,-1,BID,REMOVE,TRUE,216,1,216.18,216,216.09,200,1,TRUE,-0.07,0.07,0.005392629
908,38:40.4,-1,BID,REMOVE,TRUE,215.95,100,216.09,215.95,216.02,200,100,TRUE,-0.05,0.05,0.539262853
909,38:56.3,-1,BID,REMOVE,TRUE,215.95,100,215.99,215.95,215.97,200,100,TRUE,-0.01,0.01,0.539262853
910,38:56.4,-1,BID,REMOVE,TRUE,215.95,20,215.97,215.95,215.96,227,20,TRUE,-0.055,0.055,0.107852571
911,38:56.8,1,ASK,REMOVE,TRUE,215.96,200,215.96,215.85,215.905,200,36,TRUE,0.04,0.04,1.630088158
912,38:56.8,1,ASK,REMOVE,TRUE,215.97,27,215.97,215.92,215.945,27,100,TRUE,-0.005,-0.005,0.220061901
913,38:56.8,1,ASK,REMOVE,TRUE,215.96,100,215.96,215.92,215.94,100,100,TRUE,-0.025,-0.025,0.815044079
914,38:57.7,1,ASK,REMOVE,TRUE,215.98,200,215.98,215.85,215.915,100,36,TRUE,0.045,0.045,1.630088158
915,38:57.7,1,ASK,UPDATE,TRUE,216,34,216,215.92,215.96,100,100,FALSE,0,0,0.277114987
916,38:57.7,1,ASK,REMOVE,TRUE,216,66,216,215.92,215.96,66,100,TRUE,0.02,0.02,0.537929092
917,39:03.6,-1,BID,REMOVE,TRUE,215.94,100,216.02,215.94,215.98,100,100,TRUE,-0.055,0.055,0.539262853
918,39:07.2,-1,BID,REMOVE,TRUE,215.85,36,216,215.85,215.925,200,36,TRUE,-0.005,0.005,0.194134627
919,39:07.7,-1,BID,REMOVE,TRUE,215.84,2,216,215.84,215.92,200,2,TRUE,-0.01,0.01,0.010785257
920,39:08.2,-1,BID,UPDATE,TRUE,215.82,24,216,215.82,215.91,200,100,FALSE,-0.06,0.06,0.129423085
921,39:15.1,-1,BID,REMOVE,TRUE,215.82,100,215.88,215.82,215.85,3,100,TRUE,-0.01,0.01,0.539262853
922,39:15.3,1,ASK,REMOVE,TRUE,215.88,3,215.88,215.8,215.84,3,30,TRUE,0.105,0.105,0.024451322
923,39:25.1,-1,BID,REMOVE,TRUE,215.9,10,215.99,215.9,215.945,400,10,TRUE,-0.09,0.09,0.053926285
924,39:25.5,-1,BID,UPDATE,TRUE,215.82,2,215.89,215.82,215.855,100,100,FALSE,0,0,0.010785257
925,39:25.5,-1,BID,REMOVE,TRUE,215.82,98,215.89,215.82,215.855,100,98,TRUE,-0.01,0.01,0.528477596
926,39:32.9,1,ASK,UPDATE,TRUE,215.89,5,215.89,215.8,215.845,100,130,FALSE,0,0,0.040752204
927,39:32.9,1,ASK,REMOVE,TRUE,215.89,95,215.89,215.8,215.845,95,130,TRUE,0.005,0.005,0.774291875
928,39:32.9,1,ASK,REMOVE,TRUE,215.89,100,215.89,215.81,215.85,100,100,TRUE,0,0,0.815044079
929,39:32.9,1,ASK,REMOVE,TRUE,215.89,100,215.89,215.81,215.85,100,200,TRUE,0,0,0.815044079
930,39:32.9,1,ASK,REMOVE,TRUE,215.89,95,215.89,215.81,215.85,95,200,TRUE,0.055,0.055,0.774291875
931,39:33.5,1,ASK,REMOVE,TRUE,215.98,100,215.98,215.83,215.905,100,150,TRUE,0.075,0.075,0.815044079
932,39:33.5,1,ASK,UPDATE,TRUE,215.99,200,215.99,215.97,215.98,300,100,FALSE,0,0,1.630088158
933,39:33.5,1,ASK,REMOVE,TRUE,215.99,100,215.99,215.97,215.98,100,100,TRUE,0.025,0.025,0.815044079
934,39:33.5,1,ASK,REMOVE,TRUE,216.04,100,216.04,215.97,216.005,100,100,TRUE,0.005,0.005,0.815044079
935,39:41.2,1,ASK,REMOVE,TRUE,216.05,50,216.05,215.97,216.01,50,200,TRUE,-0.025,-0.025,0.40752204
936,40:15.0,-1,BID,REMOVE,TRUE,215.97,100,216,215.97,215.985,91,100,TRUE,-0.045,0.045,0.539262853
937,40:25.4,1,ASK,REMOVE,TRUE,216,91,216,215.88,215.94,91,100,TRUE,0.04,0.04,0.741690112
938,40:25.4,1,ASK,REMOVE,TRUE,216.03,5,216.03,215.93,215.98,5,100,TRUE,0.05,0.05,0.040752204
939,41:10.2,1,ASK,REMOVE,TRUE,216.09,1,216.09,215.97,216.03,1,100,TRUE,0.03,0.03,0.008150441
940,41:10.2,1,ASK,UPDATE,TRUE,216.1,73,216.1,216.02,216.06,301,100,FALSE,0,0,0.594982178
941,41:10.2,1,ASK,UPDATE,TRUE,216.1,5,216.1,216.02,216.06,228,100,FALSE,0,0,0.040752204
942,41:10.2,1,ASK,UPDATE,TRUE,216.1,147,216.1,216.02,216.06,223,100,FALSE,0,0,1.198114796
943,41:10.2,1,ASK,REMOVE,TRUE,216.1,76,216.1,216.02,216.06,76,100,TRUE,0.01,0.01,0.6194335
944,41:10.2,1,ASK,REMOVE,TRUE,216.11,100,216.11,216.03,216.07,100,100,TRUE,0.01,0.01,0.815044079
945,41:10.2,1,ASK,REMOVE,TRUE,216.13,100,216.13,216.03,216.08,100,100,TRUE,0.06,0.06,0.815044079
946,41:10.2,1,ASK,REMOVE,TRUE,216.15,1,216.15,216.13,216.14,1,100,TRUE,0.015,0.015,0.008150441
947,41:10.4,1,ASK,REMOVE,TRUE,216.18,1,216.18,216.13,216.155,1,100,TRUE,0.01,0.01,0.008150441
948,41:36.3,-1,BID,REMOVE,TRUE,216.12,100,216.21,216.12,216.165,1,215,FALSE,0,0,0.539262853
949,41:36.3,-1,BID,REMOVE,TRUE,216.12,115,216.21,216.12,216.165,1,115,TRUE,-0.015,0.015,0.620152281
950,41:36.3,-1,BID,REMOVE,TRUE,216.1,20,216.2,216.1,216.15,200,20,TRUE,-0.025,0.025,0.107852571
951,41:36.3,-1,BID,REMOVE,TRUE,216.07,100,216.18,216.07,216.125,5,100,TRUE,-0.055,0.055,0.539262853
952,41:36.7,-1,BID,REMOVE,TRUE,216.03,100,216.11,216.03,216.07,1,100,TRUE,-0.015,0.015,0.539262853
953,41:37.4,-1,BID,REMOVE,TRUE,216.01,100,216.1,216.01,216.055,100,100,TRUE,-0.02,0.02,0.539262853
954,41:53.2,1,ASK,REMOVE,TRUE,216.08,6,216.08,215.99,216.035,6,100,TRUE,0.055,0.055,0.048902645
955,41:58.2,-1,BID,REMOVE,TRUE,216.02,100,216.16,216.02,216.09,500,100,TRUE,-0.01,0.01,0.539262853
956,41:58.2,-1,BID,REMOVE,TRUE,216.01,100,216.15,216.01,216.08,200,100,TRUE,-0.01,0.01,0.539262853
957,41:58.2,-1,BID,UPDATE,TRUE,215.99,100,216.15,215.99,216.07,200,115,FALSE,0,0,0.539262853
958,41:58.2,-1,BID,REMOVE,TRUE,215.99,15,216.15,215.99,216.07,200,15,TRUE,-0.06,0.06,0.080889428
959,42:07.0,-1,BID,UPDATE,TRUE,215.95,82,216.07,215.95,216.01,100,315,FALSE,-0.005,0.005,0.44219554
960,42:08.8,-1,BID,UPDATE,TRUE,215.95,150,216.06,215.95,216.005,1,153,FALSE,0,0,0.80889428
961,42:08.8,-1,BID,REMOVE,TRUE,215.95,3,216.06,215.95,216.005,1,3,TRUE,-0.035,0.035,0.016177886
962,42:18.5,1,ASK,REMOVE,TRUE,215.98,100,215.98,215.96,215.97,100,120,TRUE,0,0,0.815044079
963,42:18.5,1,ASK,REMOVE,TRUE,215.98,100,215.98,215.96,215.97,100,120,TRUE,0.03,0.03,0.815044079
964,42:22.1,1,ASK,REMOVE,TRUE,216.04,1,216.04,215.96,216,1,235,TRUE,0.005,0.005,0.008150441
965,42:22.1,1,ASK,REMOVE,TRUE,216.05,1,216.05,215.96,216.005,1,235,TRUE,0.02,0.02,0.008150441
966,42:22.1,1,ASK,UPDATE,TRUE,216.07,93,216.07,215.98,216.025,100,100,FALSE,0,0,0.757990993
967,42:22.1,1,ASK,REMOVE,TRUE,216.07,7,216.07,215.98,216.025,7,100,TRUE,0.11,0.11,0.057053086
968,42:43.7,-1,BID,REMOVE,TRUE,216.11,100,216.16,216.11,216.135,500,100,TRUE,-0.05,0.05,0.539262853
969,42:54.1,-1,BID,UPDATE,TRUE,216.02,8,216.15,216.02,216.085,100,100,FALSE,-0.03,0.03,0.043141028
